"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1778","Login with password in uppercase","chromium","Sun Jul 20 04:20:19 GMT 2025","passed","Sun Jul 20 04:20:21 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1495","Login with username in Arabic","chromium","Sun Jul 20 04:20:48 GMT 2025","passed","Sun Jul 20 04:20:50 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1820","Login with mixed case password","chromium","Sun Jul 20 04:20:42 GMT 2025","passed","Sun Jul 20 04:20:43 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1547","Login with valid credentials successfully","chromium","Sun Jul 20 04:18:26 GMT 2025","passed","Sun Jul 20 04:18:28 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1878","Login with password having whitespace at the end","chromium","Sun Jul 20 04:19:05 GMT 2025","passed","Sun Jul 20 04:19:07 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1173","Login with both username and password fields empty","chromium","Sun Jul 20 04:18:35 GMT 2025","passed","Sun Jul 20 04:18:37 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1519","Login with username having emojis","chromium","Sun Jul 20 04:22:57 GMT 2025","passed","Sun Jul 20 04:22:59 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1442","Cancel reset password","chromium","Sun Jul 20 04:22:35 GMT 2025","passed","Sun Jul 20 04:22:37 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","6162","Login with mixed case username","chromium","Sun Jul 20 04:19:52 GMT 2025","failed","Sun Jul 20 04:19:58 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6063","Add new employee in OrangeHRM","chromium","Sun Jul 20 04:23:04 GMT 2025","passed","Sun Jul 20 04:23:10 GMT 2025","Verify adding new employee","e2e/PIM/addEmployee.e2e.spec.ts","",""
