"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2500","Login with password at max length","chromium","Sat Jul 19 07:09:45 GMT 2025","passed","Sat Jul 19 07:09:47 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1878","Login with both username and password fields empty","chromium","Sat Jul 19 07:09:03 GMT 2025","passed","Sat Jul 19 07:09:05 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1941","Login with empty password","chromium","Sat Jul 19 07:09:01 GMT 2025","passed","Sat Jul 19 07:09:03 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","6679","Login with password with first letter uppercase","chromium","Sat Jul 19 07:11:20 GMT 2025","failed","Sat Jul 19 07:11:26 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2638","Login with password in Arabic","chromium","Sat Jul 19 07:11:39 GMT 2025","passed","Sat Jul 19 07:11:42 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","2250","Login with username having XSS attack","chromium","Sat Jul 19 07:11:46 GMT 2025","passed","Sat Jul 19 07:11:49 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","2456","Login with an invalid username","chromium","Sat Jul 19 07:08:54 GMT 2025","passed","Sat Jul 19 07:08:56 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","2480","Login with password having SQL injection","chromium","Sat Jul 19 07:11:44 GMT 2025","passed","Sat Jul 19 07:11:46 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","6766","Login with username in uppercase","chromium","Sat Jul 19 07:10:07 GMT 2025","failed","Sat Jul 19 07:10:14 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2203","Login with username at min length","chromium","Sat Jul 19 07:09:47 GMT 2025","passed","Sat Jul 19 07:09:49 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","5203","Multiple failed login attempts","chromium","Sat Jul 19 07:13:58 GMT 2025","passed","Sat Jul 19 07:14:03 GMT 2025","Verify the user login with multiple attempts","e2e/login.e2e.spec.ts","",""
"","2341","Login with password in lowercase","chromium","Sat Jul 19 07:11:30 GMT 2025","passed","Sat Jul 19 07:11:32 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2480","Login with password having whitespace at the beginning","chromium","Sat Jul 19 07:09:40 GMT 2025","passed","Sat Jul 19 07:09:42 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","31787","Reset password with valid username","chromium","Sat Jul 19 07:12:56 GMT 2025","broken","Sat Jul 19 07:13:28 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","2627","Login with an invalid password","chromium","Sat Jul 19 07:08:56 GMT 2025","passed","Sat Jul 19 07:08:59 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","2182","Login with username in Arabic","chromium","Sat Jul 19 07:11:37 GMT 2025","passed","Sat Jul 19 07:11:39 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","2287","Cancel reset password","chromium","Sat Jul 19 07:13:29 GMT 2025","passed","Sat Jul 19 07:13:31 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","6735","Login with username having whitespace at the end","chromium","Sat Jul 19 07:09:27 GMT 2025","failed","Sat Jul 19 07:09:33 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","2201","Login with username at max length","chromium","Sat Jul 19 07:09:42 GMT 2025","passed","Sat Jul 19 07:09:45 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","4008","Login with valid credentials successfully","chromium","Sat Jul 19 07:08:47 GMT 2025","passed","Sat Jul 19 07:08:51 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","7532","Add new employee in OrangeHRM","chromium","Sat Jul 19 07:14:04 GMT 2025","passed","Sat Jul 19 07:14:11 GMT 2025","Verify adding new employee","e2e/PIM/addEmployee.e2e.spec.ts","",""
"","2219","Login with valid password having special characters","chromium","Sat Jul 19 07:09:07 GMT 2025","passed","Sat Jul 19 07:09:09 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","2546","Login with password having emojis","chromium","Sat Jul 19 07:13:56 GMT 2025","passed","Sat Jul 19 07:13:58 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","2539","Login with mixed case password","chromium","Sat Jul 19 07:11:27 GMT 2025","passed","Sat Jul 19 07:11:30 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2243","Login with valid username having special characters","chromium","Sat Jul 19 07:09:05 GMT 2025","passed","Sat Jul 19 07:09:07 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
