"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4215","Multiple failed login attempts","chromium","Thu Jul 17 06:07:36 GMT 2025","passed","Thu Jul 17 06:07:40 GMT 2025","Verify the user login with multiple attempts","e2e.login.spec.ts","",""
"","1617","Login with password at min length","chromium","Thu Jul 17 06:03:55 GMT 2025","passed","Thu Jul 17 06:03:57 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1484","Login with username with first letter uppercase","chromium","Thu Jul 17 06:04:18 GMT 2025","passed","Thu Jul 17 06:04:19 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1406","Login with username in Chinese","chromium","Thu Jul 17 06:05:26 GMT 2025","passed","Thu Jul 17 06:05:27 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1325","Login with valid username having special characters","chromium","Thu Jul 17 06:03:22 GMT 2025","passed","Thu Jul 17 06:03:23 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","1391","Login with an invalid username","chromium","Thu Jul 17 06:03:16 GMT 2025","passed","Thu Jul 17 06:03:17 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","1688","Login with password at max length","chromium","Thu Jul 17 06:03:52 GMT 2025","passed","Thu Jul 17 06:03:54 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1701","Login with password having whitespace at the end","chromium","Thu Jul 17 06:03:47 GMT 2025","passed","Thu Jul 17 06:03:49 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","6090","Login with username in lowercase","chromium","Thu Jul 17 06:04:53 GMT 2025","failed","Thu Jul 17 06:04:59 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","6481","Login with username in uppercase","chromium","Thu Jul 17 06:04:11 GMT 2025","failed","Thu Jul 17 06:04:17 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","971","Login with empty username","chromium","Thu Jul 17 06:03:19 GMT 2025","passed","Thu Jul 17 06:03:20 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1452","Login with valid credentials successfully","chromium","Thu Jul 17 06:03:12 GMT 2025","passed","Thu Jul 17 06:03:14 GMT 2025","Verify the user can login with valid account","e2e.login.spec.ts","",""
"","1500","Login with username having XSS attack","chromium","Thu Jul 17 06:05:35 GMT 2025","passed","Thu Jul 17 06:05:37 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","1380","Login with username having emojis","chromium","Thu Jul 17 06:07:32 GMT 2025","passed","Thu Jul 17 06:07:34 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","1370","Cancel reset password","chromium","Thu Jul 17 06:07:11 GMT 2025","passed","Thu Jul 17 06:07:12 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","1323","Login with invalid username having special characters","chromium","Thu Jul 17 06:03:24 GMT 2025","passed","Thu Jul 17 06:03:26 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","5971","Login with username having whitespace at the end","chromium","Thu Jul 17 06:03:39 GMT 2025","failed","Thu Jul 17 06:03:45 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1347","Login with valid password having special characters","chromium","Thu Jul 17 06:03:23 GMT 2025","passed","Thu Jul 17 06:03:24 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","30019","Reset password with valid username","chromium","Thu Jul 17 06:06:40 GMT 2025","broken","Thu Jul 17 06:07:10 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","1836","Login with password in Chinese","chromium","Thu Jul 17 06:05:27 GMT 2025","passed","Thu Jul 17 06:05:29 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1365","Login with username at max length","chromium","Thu Jul 17 06:03:51 GMT 2025","passed","Thu Jul 17 06:03:52 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1747","Login with password having SQL injection","chromium","Thu Jul 17 06:05:34 GMT 2025","passed","Thu Jul 17 06:05:35 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","1959","Login with password in uppercase","chromium","Thu Jul 17 06:05:00 GMT 2025","passed","Thu Jul 17 06:05:02 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1729","Login with an invalid password","chromium","Thu Jul 17 06:03:17 GMT 2025","passed","Thu Jul 17 06:03:19 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","983","Login with both username and password fields empty","chromium","Thu Jul 17 06:03:21 GMT 2025","passed","Thu Jul 17 06:03:22 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1704","Login with password having whitespace at the beginning","chromium","Thu Jul 17 06:03:49 GMT 2025","passed","Thu Jul 17 06:03:51 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1489","Login with username having SQL injection","chromium","Thu Jul 17 06:05:32 GMT 2025","passed","Thu Jul 17 06:05:34 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","1748","Login with password in Arabic","chromium","Thu Jul 17 06:05:30 GMT 2025","passed","Thu Jul 17 06:05:32 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1708","Login with mixed case password","chromium","Thu Jul 17 06:05:22 GMT 2025","passed","Thu Jul 17 06:05:24 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1463","Login with username in Arabic","chromium","Thu Jul 17 06:05:29 GMT 2025","passed","Thu Jul 17 06:05:30 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","5927","Login with password with first letter uppercase","chromium","Thu Jul 17 06:05:16 GMT 2025","failed","Thu Jul 17 06:05:21 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1742","Login with password having emojis","chromium","Thu Jul 17 06:07:34 GMT 2025","passed","Thu Jul 17 06:07:36 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","5923","Login with strong valid password","chromium","Thu Jul 17 06:07:26 GMT 2025","failed","Thu Jul 17 06:07:32 GMT 2025","Verify the password that meets all criteria perfectly","e2e.login.spec.ts","",""
"","5947","Login with mixed case username","chromium","Thu Jul 17 06:04:33 GMT 2025","failed","Thu Jul 17 06:04:39 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1357","Login with username at min length","chromium","Thu Jul 17 06:03:54 GMT 2025","passed","Thu Jul 17 06:03:55 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1630","Login with password having XSS attack","chromium","Thu Jul 17 06:05:37 GMT 2025","passed","Thu Jul 17 06:05:38 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","995","Login with empty password","chromium","Thu Jul 17 06:03:20 GMT 2025","passed","Thu Jul 17 06:03:21 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1401","Login with username having whitespace at the beginning","chromium","Thu Jul 17 06:03:46 GMT 2025","passed","Thu Jul 17 06:03:47 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1532","Login with password in lowercase","chromium","Thu Jul 17 06:05:24 GMT 2025","passed","Thu Jul 17 06:05:26 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
