"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1596","Login with valid credentials successfully","chromium","Sun Jul 20 04:05:57 GMT 2025","passed","Sun Jul 20 04:05:59 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1800","Login with password having SQL injection","chromium","Sun Jul 20 04:08:23 GMT 2025","passed","Sun Jul 20 04:08:25 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1449","Login with username having XSS attack","chromium","Sun Jul 20 04:08:25 GMT 2025","passed","Sun Jul 20 04:08:26 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","1815","Login with mixed case password","chromium","Sun Jul 20 04:08:12 GMT 2025","passed","Sun Jul 20 04:08:14 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6010","Login with password with first letter uppercase","chromium","Sun Jul 20 04:08:05 GMT 2025","failed","Sun Jul 20 04:08:11 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1811","Login with an invalid password","chromium","Sun Jul 20 04:06:02 GMT 2025","passed","Sun Jul 20 04:06:04 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1493","Login with username at max length","chromium","Sun Jul 20 04:06:39 GMT 2025","passed","Sun Jul 20 04:06:40 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1716","Login with password in Chinese","chromium","Sun Jul 20 04:08:17 GMT 2025","passed","Sun Jul 20 04:08:18 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1106","Login with empty username","chromium","Sun Jul 20 04:06:04 GMT 2025","passed","Sun Jul 20 04:06:05 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1453","Login with valid password having special characters","chromium","Sun Jul 20 04:06:09 GMT 2025","passed","Sun Jul 20 04:06:10 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1606","Login with username with first letter uppercase","chromium","Sun Jul 20 04:07:06 GMT 2025","passed","Sun Jul 20 04:07:08 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1075","Login with both username and password fields empty","chromium","Sun Jul 20 04:06:06 GMT 2025","passed","Sun Jul 20 04:06:07 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
