"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2012","Login with username having SQL injection","firefox","Thu Jul 17 05:56:16 GMT 2025","passed","Thu Jul 17 05:56:18 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","2335","Login with password having whitespace at the beginning","firefox","Thu Jul 17 05:53:55 GMT 2025","passed","Thu Jul 17 05:53:57 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","3","Reset password with valid username","webkit","Thu Jul 17 06:00:05 GMT 2025","failed","Thu Jul 17 06:00:05 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","2367","Login with password having emojis","firefox","Thu Jul 17 05:58:32 GMT 2025","passed","Thu Jul 17 05:58:34 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","2","Login with username at min length","webkit","Thu Jul 17 05:59:21 GMT 2025","failed","Thu Jul 17 05:59:21 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","2010","Login with an invalid password","chromium","Thu Jul 17 05:48:29 GMT 2025","passed","Thu Jul 17 05:48:31 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","1964","Login with password having XSS attack","chromium","Thu Jul 17 05:50:59 GMT 2025","passed","Thu Jul 17 05:51:01 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","1510","Cancel reset password","chromium","Thu Jul 17 05:52:33 GMT 2025","passed","Thu Jul 17 05:52:34 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","3","Multiple failed login attempts","webkit","Thu Jul 17 06:00:17 GMT 2025","failed","Thu Jul 17 06:00:17 GMT 2025","Verify the user login with multiple attempts","e2e.login.spec.ts","",""
"","3","Login with password having SQL injection","webkit","Thu Jul 17 05:59:58 GMT 2025","failed","Thu Jul 17 05:59:58 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","30018","Reset password with valid username","chromium","Thu Jul 17 05:52:02 GMT 2025","broken","Thu Jul 17 05:52:32 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","3","Login with password having whitespace at the end","webkit","Thu Jul 17 05:59:11 GMT 2025","failed","Thu Jul 17 05:59:11 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1915","Login with password having whitespace at the end","chromium","Thu Jul 17 05:49:05 GMT 2025","passed","Thu Jul 17 05:49:07 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","2039","Login with username in Chinese","firefox","Thu Jul 17 05:56:07 GMT 2025","passed","Thu Jul 17 05:56:09 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","3","Login with empty password","webkit","Thu Jul 17 05:58:55 GMT 2025","failed","Thu Jul 17 05:58:55 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","2393","Login with password having whitespace at the end","firefox","Thu Jul 17 05:53:52 GMT 2025","passed","Thu Jul 17 05:53:55 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","3","Login with valid password having special characters","webkit","Thu Jul 17 05:59:02 GMT 2025","failed","Thu Jul 17 05:59:02 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","3","Login with username with first letter uppercase","webkit","Thu Jul 17 05:59:28 GMT 2025","failed","Thu Jul 17 05:59:28 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3013","Login with mixed case password","firefox","Thu Jul 17 05:56:02 GMT 2025","passed","Thu Jul 17 05:56:05 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Login with an invalid username","webkit","Thu Jul 17 05:58:47 GMT 2025","failed","Thu Jul 17 05:58:47 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","1822","Login with mixed case password","chromium","Thu Jul 17 05:50:43 GMT 2025","passed","Thu Jul 17 05:50:44 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Login with username having SQL injection","webkit","Thu Jul 17 05:59:55 GMT 2025","failed","Thu Jul 17 05:59:55 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","1664","Login with valid username having special characters","chromium","Thu Jul 17 05:48:35 GMT 2025","passed","Thu Jul 17 05:48:36 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","1404","Login with both username and password fields empty","firefox","Thu Jul 17 05:53:14 GMT 2025","passed","Thu Jul 17 05:53:16 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1617","Login with username in Arabic","chromium","Thu Jul 17 05:50:50 GMT 2025","passed","Thu Jul 17 05:50:51 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","3","Login with password having emojis","webkit","Thu Jul 17 06:00:15 GMT 2025","failed","Thu Jul 17 06:00:15 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","1569","Login with username at max length","chromium","Thu Jul 17 05:49:08 GMT 2025","passed","Thu Jul 17 05:49:10 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1677","Login with username having XSS attack","chromium","Thu Jul 17 05:50:57 GMT 2025","passed","Thu Jul 17 05:50:59 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","3","Login with username in lowercase","webkit","Thu Jul 17 05:59:33 GMT 2025","failed","Thu Jul 17 05:59:33 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Login with invalid username having special characters","webkit","Thu Jul 17 05:59:04 GMT 2025","failed","Thu Jul 17 05:59:04 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
