"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6282","Login with mixed case username","chromium","Sat Jul 19 04:32:14 GMT 2025","failed","Sat Jul 19 04:32:20 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1516","Login with username having XSS attack","chromium","Sat Jul 19 04:33:19 GMT 2025","passed","Sat Jul 19 04:33:21 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","1771","Login with an invalid password","chromium","Sat Jul 19 04:30:52 GMT 2025","passed","Sat Jul 19 04:30:54 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1926","Login with password in Arabic","chromium","Sat Jul 19 04:33:14 GMT 2025","passed","Sat Jul 19 04:33:16 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1546","Login with valid username having special characters","chromium","Sat Jul 19 04:30:57 GMT 2025","passed","Sat Jul 19 04:30:59 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1559","Login with username having emojis","chromium","Sat Jul 19 04:35:23 GMT 2025","passed","Sat Jul 19 04:35:25 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1939","Login with password having XSS attack","chromium","Sat Jul 19 04:33:21 GMT 2025","passed","Sat Jul 19 04:33:23 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","31836","Reset password with valid username","chromium","Sat Jul 19 04:34:28 GMT 2025","broken","Sat Jul 19 04:35:00 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","6315","Login with username in lowercase","chromium","Sat Jul 19 04:32:35 GMT 2025","failed","Sat Jul 19 04:32:41 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1798","Login with password in uppercase","chromium","Sat Jul 19 04:32:42 GMT 2025","passed","Sat Jul 19 04:32:44 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
