"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6157","Login with username in lowercase","chromium","Sat Jul 19 04:53:58 GMT 2025","failed","Sat Jul 19 04:54:04 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6171","Login with mixed case username","chromium","Sat Jul 19 04:53:37 GMT 2025","failed","Sat Jul 19 04:53:43 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","5997","Login with password with first letter uppercase","chromium","Sat Jul 19 04:54:20 GMT 2025","failed","Sat Jul 19 04:54:26 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","31818","Reset password with valid username","chromium","Sat Jul 19 04:54:42 GMT 2025","broken","Sat Jul 19 04:55:14 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","1262","Login with username having XSS attack","chromium","Sat Jul 19 04:54:39 GMT 2025","passed","Sat Jul 19 04:54:41 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","6138","Login with username having whitespace at the end","chromium","Sat Jul 19 04:52:42 GMT 2025","failed","Sat Jul 19 04:52:48 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1392","Login with username at min length","chromium","Sat Jul 19 04:52:57 GMT 2025","passed","Sat Jul 19 04:52:59 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1410","Login with valid username having special characters","chromium","Sat Jul 19 04:52:24 GMT 2025","passed","Sat Jul 19 04:52:25 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1718","Login with password at min length","chromium","Sat Jul 19 04:52:59 GMT 2025","passed","Sat Jul 19 04:53:00 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1728","Login with password having SQL injection","chromium","Sat Jul 19 04:54:38 GMT 2025","passed","Sat Jul 19 04:54:39 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1529","Login with password in lowercase","chromium","Sat Jul 19 04:54:28 GMT 2025","passed","Sat Jul 19 04:54:30 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1364","Login with username at max length","chromium","Sat Jul 19 04:52:54 GMT 2025","passed","Sat Jul 19 04:52:56 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1056","Login with empty password","chromium","Sat Jul 19 04:52:22 GMT 2025","passed","Sat Jul 19 04:52:23 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1449","Login with valid password having special characters","chromium","Sat Jul 19 04:52:25 GMT 2025","passed","Sat Jul 19 04:52:27 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
