"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1446","Login with invalid username having special characters","chromium","Sat Jul 19 04:43:12 GMT 2025","passed","Sat Jul 19 04:43:14 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","6225","Login with username having whitespace at the end","chromium","Sat Jul 19 04:43:28 GMT 2025","failed","Sat Jul 19 04:43:34 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1761","Login with password having whitespace at the end","chromium","Sat Jul 19 04:43:36 GMT 2025","passed","Sat Jul 19 04:43:38 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1124","Login with empty password","chromium","Sat Jul 19 04:43:07 GMT 2025","passed","Sat Jul 19 04:43:08 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1097","Login with both username and password fields empty","chromium","Sat Jul 19 04:43:08 GMT 2025","passed","Sat Jul 19 04:43:09 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1819","Login with valid credentials successfully","chromium","Sat Jul 19 04:42:59 GMT 2025","passed","Sat Jul 19 04:43:01 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1781","Login with an invalid password","chromium","Sat Jul 19 04:43:04 GMT 2025","passed","Sat Jul 19 04:43:06 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1415","Login with valid username having special characters","chromium","Sat Jul 19 04:43:09 GMT 2025","passed","Sat Jul 19 04:43:11 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1457","Login with valid password having special characters","chromium","Sat Jul 19 04:43:11 GMT 2025","passed","Sat Jul 19 04:43:12 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1463","Login with an invalid username","chromium","Sat Jul 19 04:43:03 GMT 2025","passed","Sat Jul 19 04:43:04 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1573","Login with username having whitespace at the beginning","chromium","Sat Jul 19 04:43:35 GMT 2025","passed","Sat Jul 19 04:43:36 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1105","Login with empty username","chromium","Sat Jul 19 04:43:06 GMT 2025","passed","Sat Jul 19 04:43:07 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
