"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1733","Login with password at max length","chromium","Sat Jul 19 19:16:33 GMT 2025","passed","Sat Jul 19 19:16:35 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1075","Login with both username and password fields empty","chromium","Sat Jul 19 19:16:00 GMT 2025","passed","Sat Jul 19 19:16:01 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","3179","Multiple failed login attempts","chromium","Sat Jul 19 19:20:22 GMT 2025","passed","Sat Jul 19 19:20:26 GMT 2025","Verify the user login with multiple attempts","e2e/login.e2e.spec.ts","",""
"","31743","Reset password with valid username","chromium","Sat Jul 19 19:19:25 GMT 2025","broken","Sat Jul 19 19:19:57 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","1413","Login with valid password having special characters","chromium","Sat Jul 19 19:16:03 GMT 2025","passed","Sat Jul 19 19:16:04 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","6005","Login with strong valid password","chromium","Sat Jul 19 19:20:12 GMT 2025","failed","Sat Jul 19 19:20:18 GMT 2025","Verify the password that meets all criteria perfectly","e2e/login.e2e.spec.ts","",""
"","1448","Login with username having whitespace at the beginning","chromium","Sat Jul 19 19:16:27 GMT 2025","passed","Sat Jul 19 19:16:29 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1419","Login with username at min length","chromium","Sat Jul 19 19:16:35 GMT 2025","passed","Sat Jul 19 19:16:36 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1671","Login with password in Chinese","chromium","Sat Jul 19 19:18:09 GMT 2025","passed","Sat Jul 19 19:18:11 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1749","Login with password having emojis","chromium","Sat Jul 19 19:20:21 GMT 2025","passed","Sat Jul 19 19:20:22 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1621","Login with valid credentials successfully","chromium","Sat Jul 19 19:15:51 GMT 2025","passed","Sat Jul 19 19:15:53 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1553","Login with username with first letter uppercase","chromium","Sat Jul 19 19:16:59 GMT 2025","passed","Sat Jul 19 19:17:00 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1476","Login with username in Chinese","chromium","Sat Jul 19 19:18:08 GMT 2025","passed","Sat Jul 19 19:18:09 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1721","Login with password having whitespace at the end","chromium","Sat Jul 19 19:16:29 GMT 2025","passed","Sat Jul 19 19:16:30 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","6141","Login with username in lowercase","chromium","Sat Jul 19 19:17:36 GMT 2025","failed","Sat Jul 19 19:17:42 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1273","Login with username at max length","chromium","Sat Jul 19 19:16:32 GMT 2025","passed","Sat Jul 19 19:16:33 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1091","Login with empty username","chromium","Sat Jul 19 19:15:58 GMT 2025","passed","Sat Jul 19 19:15:59 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","6167","Login with username having whitespace at the end","chromium","Sat Jul 19 19:16:20 GMT 2025","failed","Sat Jul 19 19:16:26 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1527","Login with password in lowercase","chromium","Sat Jul 19 19:18:06 GMT 2025","passed","Sat Jul 19 19:18:08 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","9847","Employee exists","chromium","Sat Jul 19 19:20:32 GMT 2025","passed","Sat Jul 19 19:20:42 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1666","Login with password having SQL injection","chromium","Sat Jul 19 19:18:15 GMT 2025","passed","Sat Jul 19 19:18:17 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1724","Login with an invalid password","chromium","Sat Jul 19 19:15:56 GMT 2025","passed","Sat Jul 19 19:15:58 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1635","Login with mixed case password","chromium","Sat Jul 19 19:18:04 GMT 2025","passed","Sat Jul 19 19:18:06 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","5999","Login with password with first letter uppercase","chromium","Sat Jul 19 19:17:58 GMT 2025","failed","Sat Jul 19 19:18:04 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6154","Login with username in uppercase","chromium","Sat Jul 19 19:16:52 GMT 2025","failed","Sat Jul 19 19:16:58 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1348","Cancel reset password","chromium","Sat Jul 19 19:19:57 GMT 2025","passed","Sat Jul 19 19:19:59 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","1565","Login with password in Arabic","chromium","Sat Jul 19 19:18:12 GMT 2025","passed","Sat Jul 19 19:18:14 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1533","Login with password having whitespace at the beginning","chromium","Sat Jul 19 19:16:30 GMT 2025","passed","Sat Jul 19 19:16:32 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1725","Login with password having XSS attack","chromium","Sat Jul 19 19:18:18 GMT 2025","passed","Sat Jul 19 19:18:20 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","1295","Login with username in Arabic","chromium","Sat Jul 19 19:18:11 GMT 2025","passed","Sat Jul 19 19:18:12 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1460","Login with an invalid username","chromium","Sat Jul 19 19:15:55 GMT 2025","passed","Sat Jul 19 19:15:56 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1683","Login with password at min length","chromium","Sat Jul 19 19:16:36 GMT 2025","passed","Sat Jul 19 19:16:38 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1096","Login with empty password","chromium","Sat Jul 19 19:15:59 GMT 2025","passed","Sat Jul 19 19:16:00 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","6139","Login with mixed case username","chromium","Sat Jul 19 19:17:15 GMT 2025","failed","Sat Jul 19 19:17:21 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6205","Add new employee in OrangeHRM","chromium","Sat Jul 19 19:20:26 GMT 2025","passed","Sat Jul 19 19:20:32 GMT 2025","Verify adding new employee","e2e/PIM/addEmployee.e2e.spec.ts","",""
"","1656","Login with password in uppercase","chromium","Sat Jul 19 19:17:42 GMT 2025","passed","Sat Jul 19 19:17:44 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1428","Login with invalid username having special characters","chromium","Sat Jul 19 19:16:04 GMT 2025","passed","Sat Jul 19 19:16:06 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1464","Login with username having emojis","chromium","Sat Jul 19 19:20:19 GMT 2025","passed","Sat Jul 19 19:20:21 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1476","Login with valid username having special characters","chromium","Sat Jul 19 19:16:01 GMT 2025","passed","Sat Jul 19 19:16:03 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","10328","Employee does not exist","chromium","Sat Jul 19 19:20:50 GMT 2025","passed","Sat Jul 19 19:21:00 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1421","Login with username having SQL injection","chromium","Sat Jul 19 19:18:14 GMT 2025","passed","Sat Jul 19 19:18:15 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1394","Login with username having XSS attack","chromium","Sat Jul 19 19:18:17 GMT 2025","passed","Sat Jul 19 19:18:18 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
