"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2373","Login with username in Arabic","chromium","Sat Jul 19 06:34:09 GMT 2025","passed","Sat Jul 19 06:34:12 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","2685","Login with password at min length","chromium","Sat Jul 19 06:32:18 GMT 2025","passed","Sat Jul 19 06:32:21 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","2432","Login with an invalid username","chromium","Sat Jul 19 06:31:20 GMT 2025","passed","Sat Jul 19 06:31:23 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","11814","Employee exists","chromium","Sat Jul 19 06:36:46 GMT 2025","passed","Sat Jul 19 06:36:58 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","31727","Reset password with valid username","chromium","Sat Jul 19 06:35:29 GMT 2025","broken","Sat Jul 19 06:36:01 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","2390","Login with username at min length","chromium","Sat Jul 19 06:32:16 GMT 2025","passed","Sat Jul 19 06:32:18 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","6952","Login with username having whitespace at the end","chromium","Sat Jul 19 06:31:55 GMT 2025","failed","Sat Jul 19 06:32:02 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","2375","Login with username having XSS attack","chromium","Sat Jul 19 06:34:19 GMT 2025","passed","Sat Jul 19 06:34:22 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","2664","Login with username having whitespace at the beginning","chromium","Sat Jul 19 06:32:02 GMT 2025","passed","Sat Jul 19 06:32:05 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","2736","Login with mixed case password","chromium","Sat Jul 19 06:33:59 GMT 2025","passed","Sat Jul 19 06:34:01 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2091","Login with empty username","chromium","Sat Jul 19 06:31:25 GMT 2025","passed","Sat Jul 19 06:31:28 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","2427","Login with valid password having special characters","chromium","Sat Jul 19 06:31:34 GMT 2025","passed","Sat Jul 19 06:31:37 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","2462","Login with username at max length","chromium","Sat Jul 19 06:32:11 GMT 2025","passed","Sat Jul 19 06:32:13 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","4836","Multiple failed login attempts","chromium","Sat Jul 19 06:36:33 GMT 2025","passed","Sat Jul 19 06:36:38 GMT 2025","Verify the user login with multiple attempts","e2e/login.e2e.spec.ts","",""
"","2093","Login with empty password","chromium","Sat Jul 19 06:31:28 GMT 2025","passed","Sat Jul 19 06:31:30 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","2671","Cancel reset password","chromium","Sat Jul 19 06:36:02 GMT 2025","passed","Sat Jul 19 06:36:05 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","2774","Login with password having SQL injection","chromium","Sat Jul 19 06:34:17 GMT 2025","passed","Sat Jul 19 06:34:19 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
