"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6604","Add new employee in OrangeHRM","chromium","Sat Jul 19 08:05:52 GMT 2025","passed","Sat Jul 19 08:05:59 GMT 2025","Verify adding new employee","e2e/PIM/addEmployee.e2e.spec.ts","",""
"","3566","Multiple failed login attempts","chromium","Sat Jul 19 08:05:49 GMT 2025","passed","Sat Jul 19 08:05:52 GMT 2025","Verify the user login with multiple attempts","e2e/login.e2e.spec.ts","",""
"","1893","Login with password at max length","chromium","Sat Jul 19 08:01:53 GMT 2025","passed","Sat Jul 19 08:01:55 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1864","Login with password having emojis","chromium","Sat Jul 19 08:05:47 GMT 2025","passed","Sat Jul 19 08:05:49 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","6217","Login with username in lowercase","chromium","Sat Jul 19 08:02:57 GMT 2025","failed","Sat Jul 19 08:03:04 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2013","Login with password having SQL injection","chromium","Sat Jul 19 08:03:40 GMT 2025","passed","Sat Jul 19 08:03:42 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","11037","Employee does not exist","chromium","Sat Jul 19 08:06:18 GMT 2025","passed","Sat Jul 19 08:06:29 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1836","Login with password having whitespace at the end","chromium","Sat Jul 19 08:01:48 GMT 2025","passed","Sat Jul 19 08:01:50 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","6297","Login with username having whitespace at the end","chromium","Sat Jul 19 08:01:39 GMT 2025","failed","Sat Jul 19 08:01:45 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1758","Login with valid credentials successfully","chromium","Sat Jul 19 08:01:11 GMT 2025","passed","Sat Jul 19 08:01:13 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1498","Login with an invalid username","chromium","Sat Jul 19 08:01:13 GMT 2025","passed","Sat Jul 19 08:01:15 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","10422","Employee exists","chromium","Sat Jul 19 08:05:59 GMT 2025","passed","Sat Jul 19 08:06:09 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1880","Login with password having whitespace at the beginning","chromium","Sat Jul 19 08:01:50 GMT 2025","passed","Sat Jul 19 08:01:51 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1470","Login with valid password having special characters","chromium","Sat Jul 19 08:01:22 GMT 2025","passed","Sat Jul 19 08:01:23 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","6279","Login with mixed case username","chromium","Sat Jul 19 08:02:36 GMT 2025","failed","Sat Jul 19 08:02:42 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1772","Login with mixed case password","chromium","Sat Jul 19 08:03:28 GMT 2025","passed","Sat Jul 19 08:03:29 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1563","Login with valid username having special characters","chromium","Sat Jul 19 08:01:20 GMT 2025","passed","Sat Jul 19 08:01:22 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1159","Login with both username and password fields empty","chromium","Sat Jul 19 08:01:19 GMT 2025","passed","Sat Jul 19 08:01:20 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1909","Login with password at min length","chromium","Sat Jul 19 08:01:57 GMT 2025","passed","Sat Jul 19 08:01:58 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","6161","Login with strong valid password","chromium","Sat Jul 19 08:05:38 GMT 2025","failed","Sat Jul 19 08:05:44 GMT 2025","Verify the password that meets all criteria perfectly","e2e/login.e2e.spec.ts","",""
"","1534","Login with username in Arabic","chromium","Sat Jul 19 08:03:35 GMT 2025","passed","Sat Jul 19 08:03:36 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
