"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1594","Login with username having whitespace at the beginning","chromium","Fri Jul 18 12:51:59 GMT 2025","passed","Fri Jul 18 12:52:00 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1471","Login with an invalid username","chromium","Fri Jul 18 12:51:26 GMT 2025","passed","Fri Jul 18 12:51:28 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","1862","Login with password at max length","chromium","Fri Jul 18 12:52:06 GMT 2025","passed","Fri Jul 18 12:52:08 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1620","Login with username in Chinese","chromium","Fri Jul 18 12:53:42 GMT 2025","passed","Fri Jul 18 12:53:44 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1144","Login with empty password","chromium","Fri Jul 18 12:51:31 GMT 2025","passed","Fri Jul 18 12:51:32 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1558","Login with valid password having special characters","chromium","Fri Jul 18 12:51:35 GMT 2025","passed","Fri Jul 18 12:51:36 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","1198","Login with both username and password fields empty","chromium","Fri Jul 18 12:51:32 GMT 2025","passed","Fri Jul 18 12:51:33 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","6163","Login with mixed case username","chromium","Fri Jul 18 12:52:48 GMT 2025","failed","Fri Jul 18 12:52:54 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","6537","Add new employee in OrangeHRM","chromium","Fri Jul 18 12:55:58 GMT 2025","passed","Fri Jul 18 12:56:05 GMT 2025","Verify adding new employee","PIM/addEmployee.e2e.spec.ts","",""
"","7197","Employee exists","chromium","Fri Jul 18 12:56:05 GMT 2025","passed","Fri Jul 18 12:56:12 GMT 2025","Verify search employee","PIM/searchEmployee.e2e.spec.ts","",""
"","1958","Login with mixed case password","chromium","Fri Jul 18 12:53:39 GMT 2025","passed","Fri Jul 18 12:53:41 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","7487","Employee does not exist","chromium","Fri Jul 18 12:56:20 GMT 2025","passed","Fri Jul 18 12:56:28 GMT 2025","Verify search employee","PIM/searchEmployee.e2e.spec.ts","",""
"","6150","Login with username in lowercase","chromium","Fri Jul 18 12:53:09 GMT 2025","failed","Fri Jul 18 12:53:15 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1875","Login with password in uppercase","chromium","Fri Jul 18 12:53:16 GMT 2025","passed","Fri Jul 18 12:53:18 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1542","Cancel reset password","chromium","Fri Jul 18 12:55:29 GMT 2025","passed","Fri Jul 18 12:55:30 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","1558","Login with valid username having special characters","chromium","Fri Jul 18 12:51:33 GMT 2025","passed","Fri Jul 18 12:51:35 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","1876","Login with an invalid password","chromium","Fri Jul 18 12:51:28 GMT 2025","passed","Fri Jul 18 12:51:30 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","1654","Login with username having emojis","chromium","Fri Jul 18 12:55:51 GMT 2025","passed","Fri Jul 18 12:55:53 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","1934","Login with password having SQL injection","chromium","Fri Jul 18 12:53:51 GMT 2025","passed","Fri Jul 18 12:53:53 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","1631","Login with password in lowercase","chromium","Fri Jul 18 12:53:41 GMT 2025","passed","Fri Jul 18 12:53:42 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","6069","Login with username having whitespace at the end","chromium","Fri Jul 18 12:51:52 GMT 2025","failed","Fri Jul 18 12:51:58 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","3448","Multiple failed login attempts","chromium","Fri Jul 18 12:55:55 GMT 2025","passed","Fri Jul 18 12:55:58 GMT 2025","Verify the user login with multiple attempts","e2e.login.spec.ts","",""
"","1493","Login with username having SQL injection","chromium","Fri Jul 18 12:53:49 GMT 2025","passed","Fri Jul 18 12:53:51 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","1569","Login with username in Arabic","chromium","Fri Jul 18 12:53:46 GMT 2025","passed","Fri Jul 18 12:53:47 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","6098","Login with password with first letter uppercase","chromium","Fri Jul 18 12:53:32 GMT 2025","failed","Fri Jul 18 12:53:38 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1760","Login with password in Chinese","chromium","Fri Jul 18 12:53:44 GMT 2025","passed","Fri Jul 18 12:53:46 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1877","Login with username having XSS attack","chromium","Fri Jul 18 12:53:53 GMT 2025","passed","Fri Jul 18 12:53:55 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","1569","Login with username at min length","chromium","Fri Jul 18 12:52:08 GMT 2025","passed","Fri Jul 18 12:52:09 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1602","Login with username at max length","chromium","Fri Jul 18 12:52:04 GMT 2025","passed","Fri Jul 18 12:52:06 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1639","Login with username with first letter uppercase","chromium","Fri Jul 18 12:52:32 GMT 2025","passed","Fri Jul 18 12:52:33 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1626","Login with invalid username having special characters","chromium","Fri Jul 18 12:51:36 GMT 2025","passed","Fri Jul 18 12:51:38 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","1925","Login with password in Arabic","chromium","Fri Jul 18 12:53:47 GMT 2025","passed","Fri Jul 18 12:53:49 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","6052","Login with username in uppercase","chromium","Fri Jul 18 12:52:25 GMT 2025","failed","Fri Jul 18 12:52:31 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1143","Login with empty username","chromium","Fri Jul 18 12:51:30 GMT 2025","passed","Fri Jul 18 12:51:31 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1542","Login with valid credentials successfully","chromium","Fri Jul 18 12:51:25 GMT 2025","passed","Fri Jul 18 12:51:26 GMT 2025","Verify the user can login with valid account","e2e.login.spec.ts","",""
"","30018","Reset password with valid username","chromium","Fri Jul 18 12:54:58 GMT 2025","broken","Fri Jul 18 12:55:28 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","1814","Login with password at min length","chromium","Fri Jul 18 12:52:09 GMT 2025","passed","Fri Jul 18 12:52:11 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","2033","Login with password having whitespace at the end","chromium","Fri Jul 18 12:52:00 GMT 2025","passed","Fri Jul 18 12:52:02 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1861","Login with password having emojis","chromium","Fri Jul 18 12:55:53 GMT 2025","passed","Fri Jul 18 12:55:55 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","1843","Login with password having XSS attack","chromium","Fri Jul 18 12:53:55 GMT 2025","passed","Fri Jul 18 12:53:56 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","6106","Login with strong valid password","chromium","Fri Jul 18 12:55:44 GMT 2025","failed","Fri Jul 18 12:55:50 GMT 2025","Verify the password that meets all criteria perfectly","e2e.login.spec.ts","",""
"","1855","Login with password having whitespace at the beginning","chromium","Fri Jul 18 12:52:02 GMT 2025","passed","Fri Jul 18 12:52:04 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
